product_name,url,indications,char_count,flag
CHAULMOOGRAE,https://sblglobal.com/product/chaulmoograe-2117,"Leprosy
Supports skin healing in chronic and infectious conditions.
Traditionally used to manage skin lesions and irritation associated with leprosy.
Eczema
Helps relieve itching, redness, and dryness.
Support skin regeneration and reduces inflammation.
Scabies
Aids in managing parasitic skin infections.
Reduces itching and supports recovery of the skin.
CHAULMOOGRAE - DL
Chaulmoograe",387,
CHELIDONIUM MAJUS,https://sblglobal.com/product/chelidonium-majus-2118,"Liver and Gallbladder Disorders
Liver Ailments:
Chelidonium majus is highly beneficial for various liver conditions. It is considered a prominent aid for liver issues, often utilized to support liver function and address liver-related symptoms.
Gallstones:
It is beneficial for treating gallstone-related issues, which can cause significant discomfort and pain.
Abdominal Pain
One of the hallmark symptoms for Chelidonium majus is pain on the right side of the abdomen.
This pain can be intense and is typically associated with liver and gallbladder conditions.
Biliary Colic
Indicated for biliary colic, which is severe abdominal pain resulting from a blockage in the bile ducts.
Jaundice
Chelidonium majus is useful in treating jaundice, characterized by yellowing of the skin and eyes due to increased bilirubin levels.
Patients may present with clay-colored stools, which are often linked to liver and gallbladder dysfunction.
Cough and Chest Pain
This can address coughing that is associated with chest pain.
This pain often radiates to the back, specifically under the right shoulder blade, indicating a connection to liver or gallbladder issues.
Pain
A key symptom is pain located under the right shoulder blade. This pain can be persistent and is a significant indication for the use of Chelidonium majus.
This formulation is generally indicated for symptoms that predominantly affect the right side of the body, particularly right-sided pain.",1451,
CHELONE GLABRA,https://sblglobal.com/product/chelone-glabra-2119,"• Liver Disorders
Beneficial in managing
hepatic torpor
, pain in the
left lobe of the liver
, and sluggish liver function.
Useful in
jaundice
and reduces hepatic-related
indigestion and discomfort
.
• Dyspepsia
Chelone
alleviates
indigestion
, and gastric discomfort linked with liver dysfunction.
• Worm Infestations
Highly beneficial against
roundworms and threadworms
.
Supports
gut cleansing
and reduces symptoms related to parasitic infections.
• General Weakness and Debility
Relieves
fatigue, malaise
, and
tiredness
that follows
intermittent fevers
or long-standing illness.
Helps restore strength during
convalescence
.
• Skin Soreness
Chelone
helps with
external soreness
, described as a sensation ""as if the skin were off.""
Useful for skin sensitivity or irritation due to internal imbalances.
CHELONE GLABRA - DL
Chelone glabra",841,
CHENOPODIUM ANTHELMINTICUM,https://sblglobal.com/product/chenopodium-anthelminticum-2120,"Scapular and Back Pain
Intense and characteristic pain is very prominent between the angle of the right shoulder-blade and near the spine, often radiating through the chest.
Apoplexy
This is indicated for symptoms including right-sided hemiplegia (paralysis) and aphasia (difficulty with speech).
Breathing Issues
Stertorous (heavy, snoring-like) breathing is noted, similar to conditions treated with Opium.
Vertigo
Sudden onset of dizziness and spinning sensation.
Meniere's Disease
Helpful for Meniere's disease, which affects the inner ear and leads to vertigo, tinnitus, and hearing loss.
Auditory Nerve Problems
Affections of the auditory nerves, which can cause hearing difficulties.
Hearing Anomalies
Helps in hearing for high-pitched sounds, but a relative deafness to normal voice tones.
There is also an increased sensitivity to certain sounds like passing vehicles and discomfort from low tones.
Buzzing in Ears
Persistent or occasional buzzing noises in the ears.
Enlarged Tonsils
Enlargement of the tonsils especially in pale scrofulous children.
Aural Vertigo
Vertigo associated with ear conditions, leading to balance disturbances.
Urinary problems
Production of copious amounts of yellow, foaming urine.
Acrid or burning sensation in the urethra during urination.
Presence of yellowish sediment in the urine, which can indicate underlying urinary tract issues.
Indigestion
Disagreeable nausea and eructations with stitching type of abdominal pain extending downwards.",1484,
CHERIANTHUS CHERI,https://sblglobal.com/product/cherianthus-cheri-2121,"Wisdom Teeth and Associated Symptoms
Addresses irritation and systemic effects from wisdom tooth eruption, such as blocked nose at night and general biliousness.
Beneficial where cutting of wisdom teeth leads to constitutional symptoms, including deafness, nausea, or digestive upsets.
Assists in managing localized pain, and nasal congestion due to dental stress.
Deafness and Ear Discharges
Relieves chronic otorrhœa, particularly in young individuals during wisdom teeth eruption.
Supports deafness following measles, especially where linked to delayed or difficult dentition.
May help in cases where ear complaints coincide with systemic irritation from dental or glandular causes.
Digestive and Hepatic Disturbances
Alleviates bilious sensations, nausea, and stomach uneasiness arising from drug overuse (e.g., habitual purgative pill intake).
Addresses jaundiced appearance and pain in the lower back, particularly when accompanied by digestive sluggishness.
Respiratory and Nasal Symptoms
Cheiranthus cheiri relieves nasal obstruction, particularly at night, associated with tooth eruption irritation.
CHERIANTHUS CHERI - DL
Cheiranthus cheiri",1150,
CHIMAPHILA UMBELLATA,https://sblglobal.com/product/chimaphila-umbellata-2122,"Urinary and Kidney Inflammation
• Chimaphila umbellata relieves acute prostatitis with dysuria, retention, and a sensation in the perineum as if sitting on a ball.
• Manages scanty, dark, fetid urine with thick, ropy, bloody mucus or copious sediment.
• Assists in cutting, scalding, or burning pain during urination, with frequent urging, vesical tenesmus, worse sitting, and better walking.
• Helps in albuminuria, haematuria, and renal dropsy, especially from chronic gonorrhoea.
• Addresses strangury, stricture, and urethritis with purulent or profuse mucous discharge.
• Supports constant kidney pain with a fluttering sensation in the renal region.
Gonorrhoea and Gleet
• Relieves smarting and itching from bladder neck to urethral meatus.
• Assists in gonorrhoea, gleet, syphilis, and prostatorrhoea.
• Helps with testicular atrophy and a sensation as if one testicle is bruised.
• Manages perineal swelling sensation, as if sitting on a ball.
Uterine Prolapse and Breast Tumor
• Supports prolapsus uteri and slight uterine leucorrhoea.
• Addresses rapid breast atrophy and painful breast tumours in young unmarried women.
• Regulates undue secretion or suppression of milk.
Indigestion and Hemorrhoids
• Manages organic liver disease with ascites and abdominal dropsy in broken-down or intemperate individuals.
• Assists in scrofulous mesenteric glands and worm infestations.
• Relieves griping after stools, sticking rectal pain, and bloody mucous stools.
• Helps in obstinate constipation with haemorrhoids or painful, ineffectual urging.
Scalp Eczema
• Useful in tinea capitis and scrofulous conditions.
Painful Eyes
• Manages stabbing, shooting pain in the left eyeball and itching or smarting of eyelid edges.
• Helps with halos around light sources.
Toothache and Oral Ulcers
• Relieves toothache worse after eating or exertion, better with cold water, with jaw stiffness and open-mouth sleeping.
• Manages smarting, sore tongue with vesicles, great thirst, and desire to cool the tongue.
• Assists in vesicular mouth ulcers and rawness of the upper palate, sensitive to warm food or drink.
Skin Eruptions
• Helps in malignant ulcers, redness, vesication, or desquamation.
• Useful in scarlet fever and dark red, sensationless eruptions.
Rheumatism and Limb Weakness
• Addresses fluttering sensations in the kidney region, alternating sides, without pain.
• Manages acute shoulder rheumatism and pain in the upper right arm near biceps and shoulder joint.
• Helps with fistulous ulcers on the forearm with stinging and crawling.
• Relieves slow, pulsating thigh pain with tenderness on pressure while lying down.
• Assists in paronychia and limb weakness.
Disturbed Sleep and Fever
• Chimaphila umbellata manages sleep disturbances due to frequent urination urges.
• Relieves hectic fever, night sweats, and cheek flushing with general heat and quickened pulse.
General Weakness
• Supports profound malaise and fatigue in broken-down constitutions.
CHIMAPHILA UMBELLATA - DL
Chimaphila umbellata",3010,
CHININUM ARSENICICUM,https://sblglobal.com/product/chininum-arsenicicum-2123,"General Weakness and Prostration
Chininum
arsenicicum assists in
restoring vitality in extreme exhaustion and weariness
, especially after infections or long illness.
Aids in
rebuilding strength in malarial affections, diphtheria
, and other protracted diseases.
Helps manage
profound fatigue
, particularly when accompanied by icy coldness of the skin.
Prolonged Diphtheria and Malarial States
Aids in treating
cases of diphtheria with extended duration and great prostration
.
Helps manage
recurring neuralgia or malarial syndromes
, where symptoms return periodically with weakness and chilliness.
Periodic Asthma and Suffocative Attacks
Relieves
suffocative asthma attacks occurring in cycles
, with extreme debility.
Assists in managing
shortness of breath during exertion or while ascending
, often due to weakened cardiac function.
Helps those who feel
better in open air
and suffer from
cardiac dyspnea
linked to
early heart degeneration
.
Headache and Vertigo
Helps relieve
dull, frontal and occipital headaches
, especially with heaviness and throbbing sensations.
Aids in managing
darting pains rising up into the head
, often linked with exhaustion or weakness.
Assists in reducing
vertigo, especially when looking upward
, and in calming
mental irritability and anxiety
.
Supports clarity in cases of
mental tiredness, fullness in the head
, and nervous overstrain.
Eye Pain and Light Sensitivity
Helps in
intense photophobia with spasmodic eye-closing
(orbicular spasm).
Relieves
flickering vision, pain, and hot, gushing lachrymation
.
Loss of Appetite and Taste Disturbance
Aids in managing
bitter taste in the mouth
, and
loss of appetite
.
Helps relieve
thick yellow, slimy coating on the tongue
, often accompanying digestive disorders.
Stomach Acidity and Food Intolerance
Manages
alternating stomach acidity
—both
hyperacidity and reduced acid states
.
Aids in treating
hyperchlorhydria
, with related burning and discomfort.
Helps in relieving
thirst for water that aggravates symptoms
, and
anorexia
due to systemic debility.
Assists those with
food sensitivities
, such as diarrhea triggered by eggs.
Palpitations and Cardiac Weakness
Aids in managing
palpitations with sensation as if the heart stopped beating
.
Helps relieve
circulatory weakness and early myocardial degeneration
, especially post-infection.
Assists in
shortness of breath
, especially on exertion or in closed rooms.
Helps reduce
pressure in the solar plexus
and associated discomfort in the upper abdomen and back.
Sleeplessness from Nervous Irritation
Aids in relieving
sleeplessness caused by nervous exhaustion
, particularly when a single dose in low potency (5th or 6th) is used.
Helps in calming
restless or anxious thoughts
that interfere with sleep.
Coldness and Limb Weakness
Assists in relieving
cold sensations in hands, feet, knees, and limbs
, often accompanying circulatory collapse.
Helps manage
weakness in limbs
, especially when combined with tearing or drawing pains.
Aids in restoring
muscle tone and responsiveness
after periods of inactivity or weakness
Fever with Exhaustion
Helps manage
continuous low-grade fever
, accompanied by progressive weakness and systemic depletion.
Chininum
arsenicicum aids in recovery when
the system is drained from long-standing illness or fever
.
CHININUM ARSENICICUM - DL
Chininum
arsenicicum",3345,
CHININUM ARSENICOSUM,https://sblglobal.com/product/chininum-arsenicosum-2124,"General Weakness and Prostration
Chininum arsenicosum
assists in
restoring vitality in extreme exhaustion and weariness
, especially after infections or long illness.
Aids in
rebuilding strength in malarial affections, diphtheria
, and other protracted diseases.
Helps manage
profound fatigue
, particularly when accompanied by icy coldness of the skin.
Prolonged Diphtheria and Malarial States
Aids in treating
cases of diphtheria with extended duration and great prostration
.
Helps manage
recurring neuralgia or malarial syndromes
, where symptoms return periodically with weakness and chilliness.
Periodic Asthma and Suffocative Attacks
Relieves
suffocative asthma attacks occurring in cycles
, with extreme debility.
Assists in managing
shortness of breathe during exertion or while ascending
, often due to weakened cardiac function.
Helps those who feel
better in open air
and suffer from
cardiac dyspnea
linked to
early heart degeneration
.
Headache and Vertigo
Helps relieve
dull, frontal and occipital headaches
, especially with heaviness and throbbing sensations.
Aids in managing
darting pains rising up into the head
, often linked with exhaustion or weakness.
Assists in reducing
vertigo, especially when looking upward
, and in calming
mental irritability and anxiety
.
Supports clarity in cases of
mental tiredness, fullness in the head
, and nervous overstrain.
Eye Pain and Light Sensitivity
Helps in
intense photophobia with spasmodic eye-closing
(orbicular spasm).
Relieves
flickering vision, pain, and hot, gushing lachrymation
.
Loss of Appetite and Taste Disturbance
Aids in managing
bitter taste in the mouth
, and
loss of appetite
.
Helps relieve
thick yellow, slimy coating on the tongue
, often accompanying digestive disorders.
Stomach Acidity and Food Intolerance
Manages
alternating stomach acidity
—both
hyperacidity and reduced acid states
.
Aids in treating
hyperchlorhydria
, with related burning and discomfort.
Helps in relieving
thirst for water that aggravates symptoms
, and
anorexia
due to systemic debility.
Assists those with
food sensitivities
, such as diarrhea triggered by eggs.
Palpitations and Cardiac Weakness
Aids in managing
palpitations with sensation as if the heart stopped beating
.
Helps relieve
circulatory weakness and early myocardial degeneration
, especially post-infection.
Assists in
shortness of breath
, especially on exertion or in closed rooms.
Helps reduce
pressure in the solar plexus
and associated discomfort in the upper abdomen and back.
Sleeplessness from Nervous Irritation
Aids in relieving
sleeplessness caused by nervous exhaustion
, particularly when a single dose in low potency (5th or 6th) is used.
Helps in calming
restless or anxious thoughts
that interfere with sleep.
Coldness and Limb Weakness
Assists in relieving
cold sensations in hands, feet, knees, and limbs
, often accompanying circulatory collapse.
Helps manage
weakness in limbs
, especially when combined with tearing or drawing pains.
Aids in restoring
muscle tone and responsiveness
after periods of inactivity or weakness
Fever with Exhaustion
Helps manage
continuous low-grade fever
, accompanied by progressive weakness and systemic depletion.
Chininum arsenicosum
aids in recovery when
the system is drained from long-standing illness or fever
.
CHININUM ARSENICOSUM - DL
Chininum arsenicosum",3346,
CHININUM BROMHYDRICUM,https://sblglobal.com/product/chininum-bromhydricum-2125,"Mouth & Tongue Complaints
• Chininum bromhydricum helps in soreness and painful sensations of the tongue.
• Helpful when the tongue feels as if it has been bitten.
• Supports relief from dryness and burning sensations in the mouth and throat.
Throat Complaints
• Chininum bromhydricum is helpful for roughness and soreness of the throat.
• Helpful in burning and dry sensations of the throat.
Headache
• Chininum bromhydricum can be considered for headaches associated with its characteristic nervous symptoms.
Nervous System
• Helpful in complaints associated with drowsiness and nervous exhaustion.
• Can be considered in neuralgic pains.
CHININUM BROMHYDRICUM - DL
Chininum bromhydricum",689,
CHININUM MURIATICUM,https://sblglobal.com/product/chininum-muriaticum-2126,"Mental Exhaustion and Apathy
Aids in relieving
mental dulness, exhaustion, and listlessness
with marked disinclination to work.
Helps manage
restlessness and irritability
, particularly when linked with internal anxiety and increased heartbeat.
Chininum muriaticum
assists in
restorative energy
for individuals feeling stupid, weak, or easily startled by noise or unexpected movement.
Facial Neuralgia and Redness
Aids in managing
facial congestion and bloating
, particularly from alcohol use.
Helps in
neuralgia of the fifth cranial nerve
, starting in the teeth and spreading over the head to the nape—worse from 3 a.m. to 6 a.m.
Relieves
agonizing facial pains
, improved only by acupuncture or cold applications.
Loss of Appetite and Nausea
Aids in managing
loss of appetite
, often with nausea and extreme sensitivity to alcohol and tobacco.
Helps relieve
colicky pain and flatulence
, especially in the epigastric region.
Assists in
vomiting tendency after meals
, and feelings of fullness in the stomach with minimal food intake.
Relieves
cold perspiration and nausea
, especially in those intolerant to even half a cigar.
Digestive Irregularities
Helps in
diarrhea after dinner
, particularly caused by new or poorly fermented beer.
Manages
alternating constipation and loose stools
, with cutting abdominal pains.
Aids in improving
irregular bowel movements
, with stool occurring every other day.
Assists in reducing
abdominal flatulence and transient pain
around noon.
Eye Strain and Periodic Eye Pain
Aids in managing
conjunctival injection, heavy lids
, and the sensation of sand in the eyes.
Helps in
periodic intense pain around the eyes
, with photophobia, lacrimation, and chills—often at 5 p.m.
Relieves
eye fatigue from reading
, along with flickering vision and the sense that eyelids are too heavy to lift.
Assists in treating
trachoma and pannus
, particularly post-malaria or due to anemia.
Supports
healing of corneal ulceration
, with soreness and discomfort behind the eyes.
Ear Noises and Hearing Disturbances
Helps relieve
roaring or buzzing sounds in the ears
, accompanied by dull hearing.
Aids in managing
ear blockage sensation
, especially after meals.
Assists in
relieving sharp shooting pains in the right ear canal
.
Toothache and Oral Discomfort
Assists in relieving
rheumatic toothache in sound teeth
, especially worse from cold or cold food.
Helps manage
pain in teeth upon closing jaws
, often returning periodically.
Aids in reducing
tongue fur, mouth odor
, and
sensitive, bleeding gums
.
Helps in improving
dislike for food
and poor oral hygiene sensations due to bad taste and large, pale tongue.
Recurring Headaches and Vertigo
Helps in
confused head with pressure and vertigo
, especially worse from looking at bright objects.
Manages
headaches recurring every morning
, notably over the left supra-orbital region.
Assists in relieving
raking and violent head pains
, often periodic and occurring between 3 p.m. and 5 p.m.
Aids in
numbness and fatigue in the head
, often accompanied by extreme sleepiness.
Relieves
headache associated with flashing lights before the eyes
and improved by drinking beer.
Urinary Complaints
Assists in managing
frequent urination with increased volume
, often turbid or with sediment.
Helps in
urine retention without desire
, even when the bladder is full.
Relieves
intensely sour-smelling, dark urine
, passed involuntarily when forced.
Erections and Sexual Excitation
Aids in managing
strong sexual desire with frequent erections
, often with mucous discharge from the urethra.
Assists in reducing
uncontrollable sexual stimulation
, possibly followed by fatigue or irritability.
Fatiguing Cough
Helps in relieving
deep, exhausting coughs
with bronchial rattling.
Chininum muriaticum
assists in managing
respiratory fatigue
, often occurring alongside weakness and prostration.
Palpitations and Anxiety
Aids in
palpitations during or after meals
, with associated chest pressure and restlessness.
Helps in managing
afternoon anxiety and cardiac pressure
, without structural heart disease.
Disturbed Sleep and Anxious Dreams
Relieves
sleeplessness from vivid, confused, or fearful dreams
.
Assists in managing
dreams involving worms, lice, or insects
, leading to waking in fright.
Helps in reducing
nighttime restlessness and pain-disturbed sleep
, especially from headaches or toothaches.
Intermittent Fever and Sweat
Aids in managing
periodic chills and fevers
, with a known pattern (often early morning).
Helps in controlling
sour-smelling perspiration
, especially between 8 a.m. and 11 a.m.
Relieves
general malaise and prostration
, even long after the medicine is discontinued.
Skin Irritations
Helps relieve
itching of the skin
, particularly on the chest and back.
CHININUM MURIATICUM - DL
Chininum muriaticum",4803,
CHININUM PURUM,https://sblglobal.com/product/chininum-purum-2127,"General Weakness & Exhaustion
Nervous debility with trembling and weakness after exertion.
Marked prostration with slow recovery of strength after acute illness.
Helpful for night sweats and nervous chills without relief from covering.
Periodicity & Feverish States
Chininum purum
is particularly helpful in cases of intermittent fever with regular recurrence.
Assists in paroxysms of chill, heat, and sweat accompanied by intense weakness.
Helps when fever attacks return at the same hour daily, often with throbbing headache and ringing in ears.
Assists in breaking periodic neuralgia and malarial-type complaints.
Headache & Nervous Disturbance
Congestive and throbbing headaches, especially following fevers.
Helpful for vertigo on rising or turning the head, with faintness.
Nervous irritability, sleeplessness, and restlessness at night.
Aid in constant dull headache aggravated by mental exertion.
Ear Symptoms & Tinnitus
Marked action on auditory nerve, relieving ringing, buzzing, and roaring in the ears.
Helps in nervous deafness or ear congestion after fevers.
Helpful in vertigo and balance issues linked with auditory disturbance.
Digestive Weakness & Gastric Irritation
Supports digestion in patients with sour belching, nausea, and abdominal distension.
Chininum purum
aids in flatulent colic, especially with great exhaustion.
Helpful for diarrhoea alternating with constipation in weak constitutions.
CHININUM PURUM - DL
Chininum purum",1453,
CHININUM SULPHURICUM,https://sblglobal.com/product/chininum-sulphuricum-2128,"Anemia and Leucocytosis
•
Chininum sulphuricum
supports in managing
conditions
characterized by a sudden and marked decrease in red blood cells and hemoglobin levels, along with increased chloride elimination.
• Aids in
diagnosing inflammatory responses
, indicated by a tendency toward polynucleated (neutrophilic) leukocytosis
Malarial and Periodic Conditions
• Aids in reactivating suppressed malaria and bringing back the paroxysm in appropriate potency.
• Helps in conditions with marked periodicity, such as recurrent fevers and headaches.
• Chill occurs daily at 3 pm, with painful swelling of veins.
• Supports cases with shivering even in a warm room, accompanied by anguish.
• Manages fevers with subnormal temperature and post-febrile weakness.
Spine Pain and Sensitiveness
• Manages great sensitiveness of the dorsal vertebræ with pain on pressure.
• Aids in cases where the last cervical vertebra is sensitive. Paralysis of the arms, cracking in the shoulder joint, with tearing and shooting pains in the hands.
• Supports pain extending to the head and neck from spinal regions. Tenderness in the ankles, limb tremors, and swollen (edematous) feet.
Urinary Changes with Sediment
• Helps in bloody, turbid, slimy, and clay-colored urine with greasy sediment.
• Aids in cases showing low urea and phosphoric acid content, with excess uric acid and chlorides.
• Manages excessive urinary flow with accompanying subnormal temperature.
• Supports symptoms of albuminuria and chronic interstitial nephritis.
Skin Eruptions and Sensitivity
• Aids in itching, erythema, urticaria, and icterus.
• Helps in managing skin conditions like vesication, pustules, and purpura.
• Supports cases of great skin sensitiveness and shriveled appearance.
Headache and Neuralgia
• Aids in pain in the forehead and temples, increasing gradually at noon; often of malarial origin.
• Supports headaches worse on the left side, associated with vertigo and pulsation.
• Helps in cases of sudden collapse or falling in the street.
• Indicated in amaurosis, managing sudden loss of sight.
• Manages neuralgia that starts under the eye and extends around it.
• Helps when pains return with regularity and are relieved by pressure.
Auditory and Visual Disturbances
• Supports in managing violent ringing, buzzing, and roaring in the ears with deafness.
• Aids in retro-bulbar neuritis with sudden vision loss.
• Helps in cases involving thready vessels and visual disturbances of malarial origin.
Painful Joint and Gouty Swelling
• Helps in managing acute articular rheumatism and polyarticular gout.
•
Chininum sulphuricum
supports pruritus and congested conditions of the rectum.
• Aids in hiccough associated with febrile or systemic states.
• Manages symptoms involving thready blood vessels during febrile episodes.
CHININUM SULPHURICUM - DL
Chininum sulphuricum",2849,
CHIONANTHUS VIRGINICA,https://sblglobal.com/product/chionanthus-virginica-2129,"Headaches
Chionanthus virginica is useful for various types of headaches including neurasthenic, periodical sick, menstrual, and bilious headaches.
The pain is primarily located in the forehead, especially over the eyes, and is accompanied by pressure over the root of the nose.
The eyeballs are very painful.
Dull frontal headache, particularly over the root of the nose, eyes, and through the temples. The pain worsens with stooping, motion, and jarring.
Hepatic Derangements
Chionanthus virginica is a prominent formulation for liver conditions, including jaundice and an enlarged spleen.
Gallstones
It is also indicated for gallstone issues.
Jaundice
Yellow conjunctiva and clay-colored stools.
There is tenderness in the hepatic region, often associated with jaundice and constipation
.
Bilious Colic
Severe abdominal pain due to bile duct obstruction.
Abdominal Pain
Aching in the umbilical region and griping pain, with a sensation of a string being tightly drawn around the intestines and then gradually loosened.
Digestive Disturbances
Constipation with clay-colored stools, and sometimes soft, yellow, pasty stools. A lack of appetite and a heavily coated tongue are also noted.
Diabetes Mellitus
Presence of bile and sugar in the urine, frequent urination, and urine of high specific gravity and very dark color.
Mouth Dryness
A dry sensation in the mouth that is not relieved by water, along with episodes of profuse saliva.
The tongue is broad with a thick yellow coating.
No description available.
Chionanthus virginica",1533,
CHLORALUM,https://sblglobal.com/product/chloralum-2130,"Convulsions and Insanity
• Aids in managing
melancholia, mental confusion, and hallucinations
such as hearing voices.
• Helps in
coma
with cerebral congestion and
excitability with imaginary conversations
.
• Supports
idiocy, insanity
, and night terrors, especially in teething children.
• Chloralum manages
puerperal convulsions
and
chorea during pregnancy
.
Headache and Retinal Hyperaesthesia
• Helps in
dull occipital and frontal headaches
, worse with movement or lying down.
• Manages
headache with pressure over the eyes
, extending to the occiput.
• Supports
retinal hyperaesthesia
and
dim vision
with burning and heaviness in the eyes.
• Aids in
ulcers on the cornea
, catarrhal ophthalmia, and intense itching at canthi and lid margins.
Dyspnea and Palpitation
• Supports
gasping respiration
,
dyspnoea
, and
chest pressure
, especially during nervous attacks.
• Aids in
slow respiration with imperceptible pulse
, as in
apoplectic states
.
• Helps in
violent palpitation
,
hypertrophy with dilatation of the heart
, and
angina pectoris
.
• Manages
threatened paralysis of the heart
and general circulatory weakness.
Enuresis and Reproductive Troubles
• Supports in
enuresis
, particularly
involuntary urination during sleep
.
• Helps in
pruritus during pregnancy
and
nervous, unproductive labour pains
.
• Assists in
leucorrhoea
and
dysmenorrhoea
linked to nervous irritability.
Skin Eruptions and Fluid Retention
• Aids in
urticaria
that appears at night and fades by day, often after chills.
• Helps in
purpura haemorrhagica
,
scarlatina-like redness
, and
violent itching
over the whole body.
• Supports
bedsores
,
dropsy
, and
patchy skin desquamation
in weakened individuals.
• Manages
foul foot-sweat
, especially with underlying emaciation or anaemia.
Sleeplessness and Fever
• Supports
insomnia from over-fatigue
and
night terrors
in children.
• Chloralum aids in
feverish heat
, particularly over the face and body with muscular exhaustion and emaciation.
CHLORALUM - DL
Chloralum",2001,
CHLORINUM,https://sblglobal.com/product/chlorinum-2131,"Respiratory and Laryngeal Affections
• Helps in
violent dyspnoea
, gasping for air, and suffocative attacks—worse on the slightest exertion.
• B
ronchitis
,
laryngitis
, and
diphtheritic throat conditions
with hoarseness and raw scraping sensation.
• Supports
emphysema
and “air hunger,” where breathing becomes difficult, noisy, and laborious.
• Aids in
ulceration of the larynx and trachea
with burning and corrosive expectoration.
• Beneficial for
loss of voice
from overuse, irritation, or laryngeal weakness.
• Helps when cold air instantly aggravates the breathing and induces coughing or suffocation.
Tubercular and Catarrhal States
• P
hthisical (tubercular) tendencies
, particularly with hectic fever, night sweats, and wasting.
• Catarrh with
profuse, acrid, corrosive mucus
that excoriates the skin and air passages.
• Helps chronic nasal catarrh with
burning, ulceration
, and obstruction.
• Aids ulcerations inside the nose and throat, especially with offensive discharges.
Glands and Lymphatic System
• Supports
enlarged lymph nodes
, particularly in the neck and submaxillary region.
• Aids in
scrofulous constitutions
, especially children with chronic glandular swelling and poor nutrition.
• Indurations following inflammation of glands.
Skin Disorders and Ulcerations
• Malignant
, phagedenic, or rapidly spreading ulcers
with burning, stinging, and greenish discharge.
• Helps
eczema
,
urticaria
, and
psoriatic patches
with intense irritation.
• Aids conditions with
bruised discoloration
, ecchymoses, and haemorrhagic spots.
• Supports skin that is
pale, anaemic, and unhealthy
, easily ulcerating or cracking.
Circulatory Weakness and Haemorrhagic Tendency
• Supports cases of
general circulatory weakness
with fainting, trembling, and great prostration.
• Helps in
epistaxis
, haemorrhage from mucous membranes, or blood streaking in sputum.
• Conditions resembling
incipient heart failure
, with dyspnoea and anxiety.
Digestive and Oral Irritation
• Aids in
burning of the mouth and throat
, with rawness and difficult swallowing.
• Supports ulcerative stomatitis with offensive, acrid saliva.
• Helpful in gastric irritation worsened by warm food and aggravated by exertion.
Eye and Mucous Membrane Symptoms
• Manages
burning and smarting of eyes
, with acrid lachrymation.
• C
onjunctival irritation
, redness, and swelling from chemical or inflammatory causes.
• Supports
ulceration of the cornea
with acrid tears and photophobia.
Sensitive to cold
• Extreme
sensitivity to cold air
, especially breathing it.
• Marked
burning sensations
in affected parts.
• Tendency to
ulceration, glandular swellings, emaciation
, and weakness.
CHLORINUM - DL
Chlorine gas",2688,
CHLOROFORMUM,https://sblglobal.com/product/chloroformum-2132,"Nervous Weakness & Convulsions
• Chloroformum aids in managing
puerperal convulsions
,
tetanus
, and
typhus-related seizures
.
• Helps in
delirium tremens
with wild excitement followed by unconsciousness.
• Supports in acute
arachnitis
, with sudden neurological collapse.
• Manages conditions with
violent behavior
, mental confusion, or
desire to kill
.
• Assists in
paralysis of the bladder sphincter
, especially post-childbirth.
Bursting Headache and Vertigo
• Helps in
bursting frontal headaches
, often with dizziness and nausea.
• Manages
vertigo rising from spine
, with a sensation of ground shifting or falling forward.
• Supports headaches with
roaring in ears
and
severe vomiting
.
Conjunctival Insensitivity
and Vision Flashes
• Manages
muscæ volitantes
, including floating black and grey spots.
• Supports
visual flashes, sparks
, and
temporary loss of sight
.
• Aids in
conjunctival insensitivity
and
strabismic or upward eye movement
during episodes.
Roaring in Ear and Anosmia
• Helps in
roaring in the ears
, described like boiling water.
• Supports in
complete loss of smell
, especially following acute neuralgic or toxic conditions.
Loss of Taste and Burning in Throat
• Manages
complete loss of taste
with soapy or metallic sensations in the mouth.
• Supports
scraping and burning in the throat
, and coldness in fauces during inhalation.
Vomiting and Morning Sickness
• Aids in
nausea, vomiting, and sea-sickness
with great acidity and bloating.
• Helps in managing
morning sickness
and
hiccough
of nervous origin.
• Chloroformum supports
eructation
,
burning in stomach
, and
alternating gastric chilliness
.
Stertorous Breathing and Weak Heart
• Helps in
stertorous breathing
during unconscious episodes.
• Manages
slowing and weakening of heart action
, especially in toxic or anesthetic states.",1823,
CHLORPROMAZINE,https://sblglobal.com/product/chlorpromazine-2133,"Nervous Exhaustion & Restlessness
Helpful for states of nervous over-excitability alternating with profound dullness.
Supports cases of insomnia with mental unrest, frequent waking, and vivid dreams.
Chlorpromazine hydrochloride
aids in drug-induced stupor, nervous trembling, and lack of vitality.
Mental & Emotional Imbalance
Chlorpromazine hydrochloride
manages nervous irritability, mood swings, and emotional dullness following prolonged drug use.
Helpful in anxiety, nervous depression, and states of mental indifference.
Supports cases of over-sedation or after-effects of allopathic tranquilisers.
Digestive & Appetite Disturbances
Assists in nausea, vomiting, and gastric uneasiness after drug or chemical exposure.
Flatulent distension with weakness and lack of appetite.
Supports sluggish digestion linked with nervous exhaustion.
Sleep & Drug-After Effects
Particularly helpful in insomnia caused by overmedication or tranquilizer abuse.
Support for restless sleep, bad dreams, and unrefreshing slumber.
Manages residual nervous dullness, drowsiness, and confusion after sedative drugs.
CHLORPROMAZINE - DL
Chlorpromazine",1133,
